post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, White",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-white-xs,65209,85181,"Size: XS, Color: White",,publish,,52,"2021-10-01 13:04:10",1,closed,#6461,1354,,,no,no,503,7.7100,,5.296,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_White_sw.jpg ! alt :  ! title : Hanes_482L_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,482L-XS-White._ADD,,,482L,,0,00011919749362,,,,,White,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-green-s,65209,135132,"Size: S, Color: Safety Green",,publish,,53,"2021-10-19 00:11:15",1,closed,#6455,1354,,,no,no,260,7.7100,,5.296,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,"482L-S-Safety Green._ADD",,,482L,,0,00011919749300,,,,,"Safety Green",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-green-xl,65209,135133,"Size: XL, Color: Safety Green",,publish,,54,"2021-10-19 00:11:15",1,closed,#6458,1354,,,no,no,1645,7.7100,,7.408,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,"482L-XL-Safety Green._ADD",,,482L,,0,00011919749331,,,,,"Safety Green",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-deep-red-3xl,65209,135119,"Size: 3XL, Color: Deep Red",,publish,,55,"2021-10-19 00:11:13",1,closed,#6425,1354,,,no,no,165,7.7100,,8.112,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,"482L-3XL-Deep Red._ADD",,,482L,,0,00011919749003,,,,,"Deep Red",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-xs,65209,135134,"Size: XS, Color: Wow Pink",,publish,,56,"2021-10-19 00:11:15",1,closed,#6468,1354,,,no,no,0,6.7900,,5.168,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XS-Wow Pink._ADD",,,482L,,0,00011919749430,,,,,"Wow Pink",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-deep-royal-xs,65209,135120,"Size: XS, Color: Deep Royal",,publish,,57,"2021-10-19 00:11:14",1,closed,#6426,1354,,,no,no,116,7.7100,,5.472,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,,,,,,,"482L-XS-Deep Royal._ADD",,,482L,,0,00011919749010,,,,,"Deep Royal",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-s,65209,135135,"Size: S, Color: Wow Pink",,publish,,58,"2021-10-19 00:11:15",1,closed,#6469,1354,,,no,no,0,6.7900,,6,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-S-Wow Pink._ADD",,,482L,,0,00011919749447,,,,,"Wow Pink",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-m,65209,135136,"Size: M, Color: Wow Pink",,publish,,59,"2021-10-19 00:11:16",1,closed,#6470,1354,,,no,no,0,6.7900,,6.032,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-M-Wow Pink._ADD",,,482L,,0,00011919749454,,,,,"Wow Pink",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-l,65209,135137,"Size: L, Color: Wow Pink",,publish,,60,"2021-10-19 00:11:16",1,closed,#6471,1354,,,no,no,0,6.7900,,6.48,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-L-Wow Pink._ADD",,,482L,,0,00011919749461,,,,,"Wow Pink",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-xl,65209,135138,"Size: XL, Color: Wow Pink",,publish,,61,"2021-10-19 00:11:16",1,closed,#6472,1354,,,no,no,0,6.7900,,8,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XL-Wow Pink._ADD",,,482L,,0,00011919749478,,,,,"Wow Pink",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-2xl,65209,135139,"Size: 2XL, Color: Wow Pink",,publish,,62,"2021-10-19 00:11:16",1,closed,#6473,1354,,,no,no,0,8.2700,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-2XL-Wow Pink._ADD",,,482L,,0,00011919749485,,,,,"Wow Pink",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Wow Pink",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-wow-pink-3xl,65209,135140,"Size: 3XL, Color: Wow Pink",,publish,,63,"2021-10-19 00:11:16",1,closed,#6474,1354,,,no,no,0,8.2700,,8.48,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Wow_Pink_sw.jpg ! alt :  ! title : Hanes_482L_Wow_Pink_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-3XL-Wow Pink._ADD",,,482L,,0,00011919749492,,,,,"Wow Pink",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-xs,65209,135141,"Size: XS, Color: Safety Orange",,publish,,64,"2021-10-19 00:11:16",1,closed,#6475,1354,,,no,no,0,6.7900,,5.024,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XS-Safety Orange._ADD",,,482L,,0,00011919749508,,,,,"Safety Orange",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-s,65209,135142,"Size: S, Color: Safety Orange",,publish,,65,"2021-10-19 00:11:16",1,closed,#6476,1354,,,no,no,0,6.7900,,5.424,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-S-Safety Orange._ADD",,,482L,,0,00011919749515,,,,,"Safety Orange",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-m,65209,135143,"Size: M, Color: Safety Orange",,publish,,66,"2021-10-19 00:11:16",1,closed,#6477,1354,,,no,no,0,6.7900,,6.192,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-M-Safety Orange._ADD",,,482L,,0,00011919749522,,,,,"Safety Orange",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-l,65209,135144,"Size: L, Color: Safety Orange",,publish,,67,"2021-10-19 00:11:17",1,closed,#6478,1354,,,no,no,0,6.7900,,6.928,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-L-Safety Orange._ADD",,,482L,,0,00011919749539,,,,,"Safety Orange",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-xl,65209,135145,"Size: XL, Color: Safety Orange",,publish,,68,"2021-10-19 00:11:17",1,closed,#6479,1354,,,no,no,0,6.7900,,6.88,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XL-Safety Orange._ADD",,,482L,,0,00011919749546,,,,,"Safety Orange",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-2xl,65209,135146,"Size: 2XL, Color: Safety Orange",,publish,,69,"2021-10-19 00:11:17",1,closed,#6480,1354,,,no,no,0,8.2700,,5.12,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-2XL-Safety Orange._ADD",,,482L,,0,00011919749553,,,,,"Safety Orange",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Safety Orange",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-safety-orange-3xl,65209,135147,"Size: 3XL, Color: Safety Orange",,publish,,70,"2021-10-19 00:11:17",1,closed,#6481,1354,,,no,no,0,8.2700,,8.336,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Orange_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Orange_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-3XL-Safety Orange._ADD",,,482L,,0,00011919749560,,,,,"Safety Orange",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Army Brown",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-army-brown-s,65209,135148,"Size: S, Color: Army Brown",,publish,,71,"2021-10-19 00:11:17",1,closed,#6482,1354,,,no,no,0,6.7900,,6,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,,,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-S-Army Brown._ADD",,,482L,,0,00192503413125,,,,,"Army Brown",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Army Brown",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-army-brown-l,65209,135149,"Size: L, Color: Army Brown",,publish,,72,"2021-10-19 00:11:17",1,closed,#6483,1354,,,no,no,0,6.7900,,0.426,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,,,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-L-Army Brown._ADD",,,482L,,0,00192503413149,,,,,"Army Brown",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Army Brown",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-army-brown-xl,65209,762965,"Size: XL, Color: Army Brown",,publish,,73,"2023-02-07 23:17:56",1,closed,#428467,1354,,,no,no,0,7.5000,,8,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,,,,,,outofstock,,,,,,"482L-XL-Army Brown._ADD",,,482L,,0,00192503413156,,,,,"Army Brown",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
