post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Originals Womens Cotton T-Shirt - XS, Light Steel",hanes-originals-womens-cotton-t-shirt-light-steel-xs,1106216,1106247,"Size: XS, Color: Light Steel",,publish,,0,"2024-01-14 23:14:32",1,closed,#439808,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Light_Steel_sw.png ! alt :  ! title : Hanes_30PT_Light_Steel_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-XS-Light Steel._ADD",0,,30PT,,0,00196062155267,,,,,"Light Steel",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Light Steel",hanes-originals-womens-cotton-t-shirt-light-steel-m,1106216,1106248,"Size: M, Color: Light Steel",,publish,,0,"2024-01-14 23:14:32",1,closed,#439809,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Light_Steel_sw.png ! alt :  ! title : Hanes_30PT_Light_Steel_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-M-Light Steel._ADD",0,,30PT,,0,00196062155281,,,,,"Light Steel",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - L, Black",hanes-originals-womens-cotton-t-shirt-black-l,1106216,1106249,"Size: L, Color: Black",,publish,,0,"2024-01-14 23:14:32",1,closed,#440024,5075,,,no,no,0,5.0000,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Black_sw.png ! alt :  ! title : Hanes_30PT_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-L-Black._ADD,0,,30PT,,0,00196062155113,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - L, White",hanes-originals-womens-cotton-t-shirt-white-l,1106216,1106250,"Size: L, Color: White",,publish,,0,"2024-01-14 23:14:33",1,closed,#440025,5075,,,no,no,0,5.0000,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-L-White._ADD,0,,30PT,,0,00196062155595,,,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XL, Black",hanes-originals-womens-cotton-t-shirt-black-xl,1106216,1106251,"Size: XL, Color: Black",,publish,,0,"2024-01-14 23:14:33",1,closed,#440092,5075,,,no,no,0,5.0000,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Black_sw.png ! alt :  ! title : Hanes_30PT_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XL-Black._ADD,0,,30PT,,0,00196062155120,,,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XS, White",hanes-originals-womens-cotton-t-shirt-white-xs,1106216,1106252,"Size: XS, Color: White",,publish,,0,"2024-01-14 23:14:33",1,closed,#440093,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XS-White._ADD,0,,30PT,,0,00196062155564,,,,,White,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, White",hanes-originals-womens-cotton-t-shirt-white-m,1106216,1106253,"Size: M, Color: White",,publish,,0,"2024-01-14 23:14:33",1,closed,#440094,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-M-White._ADD,0,,30PT,,0,00196062155588,,,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XL, Regalia Blue",hanes-originals-womens-cotton-t-shirt-regalia-blue-xl,1106216,1106254,"Size: XL, Color: Regalia Blue",,publish,,0,"2024-01-14 23:14:34",1,closed,#440431,5075,,,no,no,0,5.0000,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_30PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-XL-Regalia Blue._ADD",0,,30PT,,0,00196062641050,,,,,"Regalia Blue",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - L, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-l,1106216,1106255,"Size: L, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:34",1,closed,#440904,5075,,,no,no,0,5.0000,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-L-Red River Clay._ADD",0,,30PT,,0,00196062640985,,,,,"Red River Clay",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XS, Regalia Blue",hanes-originals-womens-cotton-t-shirt-regalia-blue-xs,1106216,1106256,"Size: XS, Color: Regalia Blue",,publish,,0,"2024-01-14 23:14:34",1,closed,#440905,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_30PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-XS-Regalia Blue._ADD",0,,30PT,,0,00196062641012,,,,,"Regalia Blue",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - 2XL, Inari",hanes-originals-womens-cotton-t-shirt-inari-2xl,1106216,1106257,"Size: 2XL, Color: Inari",,publish,,0,"2024-01-14 23:14:35",1,closed,#440917,5075,,,no,no,0,5.0000,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Inari_sw.png ! alt :  ! title : Hanes_30PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-2XL-Inari._ADD,0,,30PT,,0,00196062649629,,,,,Inari,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Urban Lilac",hanes-originals-womens-cotton-t-shirt-urban-lilac-m,1106216,1106258,"Size: M, Color: Urban Lilac",,publish,,0,"2024-01-14 23:14:35",1,closed,#441026,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Urban_Lilac_sw.png ! alt :  ! title : Hanes_30PT_Urban_Lilac_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-M-Urban Lilac._ADD",0,,30PT,,0,00196739009268,,,,,"Urban Lilac",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XS, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-xs,1106216,1106259,"Size: XS, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:35",1,closed,#441155,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-XS-Red River Clay._ADD",0,,30PT,,0,00196062640954,,,,,"Red River Clay",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - L, Regalia Blue",hanes-originals-womens-cotton-t-shirt-regalia-blue-l,1106216,1106260,"Size: L, Color: Regalia Blue",,publish,,0,"2024-01-14 23:14:35",1,closed,#441268,5075,,,no,no,0,5.0000,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_30PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-L-Regalia Blue._ADD",0,,30PT,,0,00196062641043,,,,,"Regalia Blue",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - S, Inari",hanes-originals-womens-cotton-t-shirt-inari-s,1106216,1106261,"Size: S, Color: Inari",,publish,,0,"2024-01-14 23:14:36",1,closed,#441281,5075,,,no,no,0,5.0000,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Inari_sw.png ! alt :  ! title : Hanes_30PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-S-Inari._ADD,0,,30PT,,0,00196062649582,,,,,Inari,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - S, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-s,1106216,1106262,"Size: S, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:36",1,closed,#441322,5075,,,no,no,0,5.0000,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-S-Red River Clay._ADD",0,,30PT,,0,00196062640961,,,,,"Red River Clay",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - 2XL, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-2xl,1106216,1106263,"Size: 2XL, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:36",1,closed,#441323,5075,,,no,no,0,5.0000,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-2XL-Red River Clay._ADD",0,,30PT,,0,00196062641005,,,,,"Red River Clay",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XS, Natural",hanes-originals-womens-cotton-t-shirt-natural-xs,1106216,1106264,"Size: XS, Color: Natural",,publish,,0,"2024-01-14 23:14:36",1,closed,#441393,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Natural_sw.png ! alt :  ! title : Hanes_30PT_Natural_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XS-Natural._ADD,0,,30PT,,0,00196739009183,,,,,Natural,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Natural",hanes-originals-womens-cotton-t-shirt-natural-m,1106216,1106265,"Size: M, Color: Natural",,publish,,0,"2024-01-14 23:14:37",1,closed,#441394,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Natural_sw.png ! alt :  ! title : Hanes_30PT_Natural_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-M-Natural._ADD,0,,30PT,,0,00196739009206,,,,,Natural,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XS, Cactus",hanes-originals-womens-cotton-t-shirt-cactus-xs,1106216,1106266,"Size: XS, Color: Cactus",,publish,,0,"2024-01-14 23:14:37",1,closed,#441419,5075,,,no,no,0,5.0000,,0.337,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Cactus_sw.png ! alt :  ! title : Hanes_30PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XS-Cactus._ADD,0,,30PT,,0,00196062640831,,,,,Cactus,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Cactus",hanes-originals-womens-cotton-t-shirt-cactus-m,1106216,1106267,"Size: M, Color: Cactus",,publish,,0,"2024-01-14 23:14:39",1,closed,#441420,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Cactus_sw.png ! alt :  ! title : Hanes_30PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-M-Cactus._ADD,0,,30PT,,0,00196062640855,,,,,Cactus,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Regalia Blue",hanes-originals-womens-cotton-t-shirt-regalia-blue-m,1106216,1106268,"Size: M, Color: Regalia Blue",,publish,,0,"2024-01-14 23:14:39",1,closed,#441421,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_30PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-M-Regalia Blue._ADD",0,,30PT,,0,00196062641036,,,,,"Regalia Blue",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - S, Cactus",hanes-originals-womens-cotton-t-shirt-cactus-s,1106216,1106269,"Size: S, Color: Cactus",,publish,,0,"2024-01-14 23:14:40",1,closed,#441574,5075,,,no,no,0,5.0000,,0.348,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Cactus_sw.png ! alt :  ! title : Hanes_30PT_Cactus_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-S-Cactus._ADD,0,,30PT,,0,00196062640848,,,,,Cactus,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - M, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-m,1106216,1106270,"Size: M, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:40",1,closed,#441575,5075,,,no,no,0,5.0000,,0.392,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-M-Red River Clay._ADD",0,,30PT,,0,00196062640978,,,,,"Red River Clay",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - 2XL, Regalia Blue",hanes-originals-womens-cotton-t-shirt-regalia-blue-2xl,1106216,1106271,"Size: 2XL, Color: Regalia Blue",,publish,,0,"2024-01-14 23:14:40",1,closed,#441576,5075,,,no,no,0,5.0000,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Regalia_Blue_sw.png ! alt :  ! title : Hanes_30PT_Regalia_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-2XL-Regalia Blue._ADD",0,,30PT,,0,00196062641067,,,,,"Regalia Blue",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - L, Inari",hanes-originals-womens-cotton-t-shirt-inari-l,1106216,1106272,"Size: L, Color: Inari",,publish,,0,"2024-01-14 23:14:40",1,closed,#441593,5075,,,no,no,0,5.0000,,0.441,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Inari_sw.png ! alt :  ! title : Hanes_30PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-L-Inari._ADD,0,,30PT,,0,00196062649605,,,,,Inari,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XL, Red River Clay",hanes-originals-womens-cotton-t-shirt-red-river-clay-xl,1106216,1106273,"Size: XL, Color: Red River Clay",,publish,,0,"2024-01-14 23:14:41",1,closed,#441660,5075,,,no,no,0,5.0000,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Red_River_Clay_sw.png ! alt :  ! title : Hanes_30PT_Red_River_Clay_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"30PT-XL-Red River Clay._ADD",0,,30PT,,0,00196062640992,,,,,"Red River Clay",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - 2XL, Natural-Beautiful Soul",hanes-originals-womens-cotton-t-shirt-natural-beautiful-soul-2xl,1106216,1106274,"Size: 2XL, Color: Natural-Beautiful Soul",,publish,,0,"2024-01-14 23:14:41",1,closed,#441710,5075,,,no,no,0,5.0000,,0.544,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Natural-Beautiful_Soul_sw.png ! alt :  ! title : Hanes_30PT_Natural-Beautiful_Soul_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-2XL-Natural._ADD,0,,30PT,,0,00196739168415,,,,,"Natural-Beautiful Soul",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XL, Inari",hanes-originals-womens-cotton-t-shirt-inari-xl,1106216,1106275,"Size: XL, Color: Inari",,publish,,0,"2024-01-14 23:14:41",1,closed,#441852,5075,,,no,no,0,5.0000,,0.492,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Inari_sw.png ! alt :  ! title : Hanes_30PT_Inari_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XL-Inari._ADD,0,,30PT,,0,00196062649612,,,,,Inari,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Originals Womens Cotton T-Shirt - XL, Natural-Dream",hanes-originals-womens-cotton-t-shirt-natural-dream-xl,1106216,1106276,"Size: XL, Color: Natural-Dream",,publish,,0,"2024-01-14 23:14:42",1,closed,#442175,5075,,,no,no,0,5.0000,,0.334,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2024/01/Hanes_30PT_Natural-Dream_sw.png ! alt :  ! title : Hanes_30PT_Natural-Dream_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-originals-womens-cotton-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,30PT-XL-Natural._ADD,0,,30PT,,0,00196739361168,,,,,Natural-Dream,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
