post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Essentials Cotton Pocket T-Shirt - M, Black",hanes-mens-essentials-cotton-pocket-t-shirt-black-m,1088234,1088254,"Size: M, Color: Black",,publish,,0,"2023-10-18 23:08:58",1,closed,#436770,4949,,,no,no,23,4.6800,,0.478,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Black_sw.jpg ! alt :  ! title : Hanes_M01AC_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01AC-M-Black._ADD,0,,M01AC,,0,00196062156202,,,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - L, Black",hanes-mens-essentials-cotton-pocket-t-shirt-black-l,1088234,1088255,"Size: L, Color: Black",,publish,,0,"2023-10-18 23:08:58",1,closed,#436771,4949,,,no,no,0,4.6800,,0.535,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Black_sw.jpg ! alt :  ! title : Hanes_M01AC_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,M01AC-L-Black._ADD,0,,M01AC,,0,00196062156219,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - M, Oxford Grey",hanes-mens-essentials-cotton-pocket-t-shirt-oxford-grey-m,1088234,1088256,"Size: M, Color: Oxford Grey",,publish,,0,"2023-10-18 23:08:59",1,closed,#436817,4949,,,no,no,5,4.6800,,0.478,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Oxford_Grey_sw.jpg ! alt :  ! title : Hanes_M01AC_Oxford_Grey_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M01AC-M-Oxford Grey._ADD",0,,M01AC,,0,00196062156509,,,,,"Oxford Grey",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - 2XL, White",hanes-mens-essentials-cotton-pocket-t-shirt-white-2xl,1088234,1088257,"Size: 2XL, Color: White",,publish,,0,"2023-10-18 23:08:59",1,closed,#436818,4949,,,no,no,0,4.6800,,0.667,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_White_sw.jpg ! alt :  ! title : Hanes_M01AC_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,M01AC-2XL-White._ADD,0,,M01AC,,0,00196062156639,,,,,White,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - 2XL, Oxford Grey",hanes-mens-essentials-cotton-pocket-t-shirt-oxford-grey-2xl,1088234,1088258,"Size: 2XL, Color: Oxford Grey",,publish,,0,"2023-10-18 23:08:59",1,closed,#436879,4949,,,no,no,0,4.6800,,0.667,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Oxford_Grey_sw.jpg ! alt :  ! title : Hanes_M01AC_Oxford_Grey_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"M01AC-2XL-Oxford Grey._ADD",0,,M01AC,,0,00196062156530,,,,,"Oxford Grey",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - 3XL, Light Steel",hanes-mens-essentials-cotton-pocket-t-shirt-light-steel-3xl,1088234,1088259,"Size: 3XL, Color: Light Steel",,publish,,0,"2023-10-18 23:08:59",1,closed,#436891,4949,,,no,no,6,4.6800,,0.738,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Light_Steel_sw.jpg ! alt :  ! title : Hanes_M01AC_Light_Steel_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M01AC-3XL-Light Steel._ADD",0,,M01AC,,0,00196062178020,,,,,"Light Steel",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - XL, Light Steel",hanes-mens-essentials-cotton-pocket-t-shirt-light-steel-xl,1088234,1088260,"Size: XL, Color: Light Steel",,publish,,0,"2023-10-18 23:08:59",1,closed,#436932,4949,,,no,no,6,4.6800,,0.596,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Light_Steel_sw.jpg ! alt :  ! title : Hanes_M01AC_Light_Steel_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M01AC-XL-Light Steel._ADD",0,,M01AC,,0,00196062156479,,,,,"Light Steel",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - L, White",hanes-mens-essentials-cotton-pocket-t-shirt-white-l,1088234,1088261,"Size: L, Color: White",,publish,,0,"2023-10-18 23:09:00",1,closed,#436933,4949,,,no,no,8,4.6800,,0.535,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_White_sw.jpg ! alt :  ! title : Hanes_M01AC_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01AC-L-White._ADD,0,,M01AC,,0,00196062156615,,,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Essentials Cotton Pocket T-Shirt - 3XL, Oxford Grey",hanes-mens-essentials-cotton-pocket-t-shirt-oxford-grey-3xl,1088234,1088262,"Size: 3XL, Color: Oxford Grey",,publish,,0,"2023-10-18 23:09:00",1,closed,#436947,4949,,,no,no,0,4.6800,,0.738,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_M01AC_Oxford_Grey_sw.jpg ! alt :  ! title : Hanes_M01AC_Oxford_Grey_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-essentials-cotton-pocket-t-shirt/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"M01AC-3XL-Oxford Grey._ADD",0,,M01AC,,0,00196062178037,,,,,"Oxford Grey",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Fashion Ankle Socks 12-Pack",hanes-girls-fashion-ankle-socks-12-pack,,1088225,,"A WHOLE WARDROBE OF COMFORT. What could be better than filling your young lady's sock drawer with comfort and style? These soft ankle socks are blended with a touch of spandex for a better fit and stay-in-place comfort. And because these multicolored, multi-patterned ankle socks are lightweight, they provide all the comfort she wants without any of the bulk. Detailed with the Hanes logo under the toe, our sock-matching system takes the guesswork out of laundry sorting. Available in an assorted value pack including stripes, stars, and solids with striped accents, this value 12-pack looks to complement everything in her wardrobe. VALUE PACK - Fill her sock drawer with a value 12-pack of pretty patterns and bright colors. STRETCH TO FIT - A touch of spandex helps these ankle socks gently conform to her foot...and stay in place. LIGHTWEIGHT - No bulk, just comfort. LAUNDRY DAY JUST GOT EASIER - EZ Sort® matching system makes sock sorting easy. QUALITY FABRIC - A soft poly blend with a touch of stretchy, shape-holding spandex. COLD WASH - Hanes recommends machine washing girls' socks in cold water to reduce energy usage.",publish,,0,"2023-10-18 23:07:10",1,open,4948,,,,no,no,,,,,12,16,12,,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGFA12_Assorted.png ! alt :  ! title : Hanes_HGFA12_Assorted ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-fashion-ankle-socks-12-pack/,,,,,,,,,,,,Hanes,Girls,Soft,,variable,outofstock,"Girls > Socks > Ankle|Girls|Girls > Socks",,,,,,,,,,,,,,,,,0,,,,HGFA12,,0,,,,,,,,,,,,,,Assorted,1|1|1,,,,,,,,,,,,,,S|M|L,0|1|1,,,,
"Hanes Girls Fashion Ankle Socks 12-Pack - S, Assorted",hanes-girls-fashion-ankle-socks-12-pack-assorted-s,1088225,1088227,"Size: S, Color: Assorted",,publish,,0,"2023-10-18 23:07:24",1,closed,#436404,4948,,,no,no,0,8.7400,,0.6,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGFA12_Assorted_sw.png ! alt :  ! title : Hanes_HGFA12_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-fashion-ankle-socks-12-pack/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,HGFA12-S-Assorted._ADD,0,,HGFA12,,0,00038257821932,,,,,Assorted,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Fashion Ankle Socks 12-Pack - L, Assorted",hanes-girls-fashion-ankle-socks-12-pack-assorted-l,1088225,1088228,"Size: L, Color: Assorted",,publish,,0,"2023-10-18 23:07:24",1,closed,#436405,4948,,,no,no,0,8.7400,,0.6,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGFA12_Assorted_sw.png ! alt :  ! title : Hanes_HGFA12_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-fashion-ankle-socks-12-pack/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,HGFA12-L-Assorted._ADD,0,,HGFA12,,0,00038257821956,,,,,Assorted,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Fashion Ankle Socks 12-Pack - M, Assorted",hanes-girls-fashion-ankle-socks-12-pack-assorted-m,1088225,1088229,"Size: M, Color: Assorted",,publish,,0,"2023-10-18 23:07:24",1,closed,#436804,4948,,,no,no,0,8.7400,,0.6,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGFA12_Assorted_sw.png ! alt :  ! title : Hanes_HGFA12_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-fashion-ankle-socks-12-pack/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,HGFA12-M-Assorted._ADD,0,,HGFA12,,0,00038257821949,,,,,Assorted,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Ankle Socks Super Value 20-Pack",hanes-girls-ankle-socks-super-value-20-pack,,1088219,,"STOCK UP WITH SOCKS SUPER VALUE PACK. Fill her sock drawer with comfort and color with 20 pairs of quality Hanes ankle socks for girls. This super value pack means she'll always have socks on hand, no matter how many times she changes her socks during her busy day. These assorted girls' ankle socks are soft and light without bulk, in a stretch fabric with comfort knit into every stitch. They feature a stay-in-place ribbed cuff and a great fit, thanks to the wonders of spandex. Our EZ Sort® sock matching system makes laundry-day sorting a breeze. This is a great time to stock up with this value pack of light and stretchy ankle socks for girls in assorted colors. SUPER VALUE PACK - Fill her sock drawer with 20 pairs of assorted ankle socks so she'll always have enough. COMFORT WITHOUT BULK - Lightweight comfort, whatever shoes she's wearing. A STRETCHY BLEND - Spandex in the knit means these girls' socks stretch for a perfect fit. ANKLE SOCKS - Designed to hit just above the ankle. LAUNDRY DAY JUST GOT EASIER - EZ Sort sock matching system makes sorting kids' socks a breeze. COLD WATER WASH - Hanes recommends machine washing these ankle socks in cold water to help reduce energy consumption.",publish,,0,"2023-10-18 23:06:41",1,open,4947,,,,no,no,,10.0600,,,12,16,12,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGAN20_Assorted.png ! alt :  ! title : Hanes_HGAN20_Assorted ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-ankle-socks-super-value-20-pack/,,,,,,,,,,,,Hanes,Girls,Soft,,variable,,"Girls > Socks > Ankle|Girls|Girls > Socks",,,,,,,,,,,,,,,,,0,,,,HGAN20,,0,,,,,,,,,,,,,,Assorted,1|1|1,,,,,,,,,,,,,,S|M|L,0|1|1,,,,
"Hanes Girls Ankle Socks Super Value 20-Pack - L, Assorted",hanes-girls-ankle-socks-super-value-20-pack-assorted-l,1088219,1088221,"Size: L, Color: Assorted",,publish,,0,"2023-10-18 23:06:55",1,closed,#436520,4947,,,no,no,64,10.0600,,13.6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGAN20_Assorted_sw.png ! alt :  ! title : Hanes_HGAN20_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-ankle-socks-super-value-20-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HGAN20-L-Assorted._ADD,0,,HGAN20,,0,00038257821604,,,,,Assorted,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Ankle Socks Super Value 20-Pack - M, Assorted",hanes-girls-ankle-socks-super-value-20-pack-assorted-m,1088219,1088222,"Size: M, Color: Assorted",,publish,,0,"2023-10-18 23:06:55",1,closed,#436634,4947,,,no,no,45,10.0600,,10,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGAN20_Assorted_sw.png ! alt :  ! title : Hanes_HGAN20_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-ankle-socks-super-value-20-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HGAN20-M-Assorted._ADD,0,,HGAN20,,0,00038257821598,,,,,Assorted,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Girls Ankle Socks Super Value 20-Pack - S, Assorted",hanes-girls-ankle-socks-super-value-20-pack-assorted-s,1088219,1088223,"Size: S, Color: Assorted",,publish,,0,"2023-10-18 23:06:55",1,closed,#436861,4947,,,no,no,80,10.0600,,8.82,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HGAN20_Assorted_sw.png ! alt :  ! title : Hanes_HGAN20_Assorted_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-girls-ankle-socks-super-value-20-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HGAN20-S-Assorted._ADD,0,,HGAN20,,0,00038257821581,,,,,Assorted,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights,,1088211,,"LOOK GOOD, FEEL GOOD. Hanes EcoSmart® Diamond Dot Control Top women’s tights are crafted from a portion of recycled nylon for a fit you can feel good about. And feeling good is what sets these tights apart - thanks to a wide, comfort waistband designed to eliminate digging. You'll look great too, as two timeless patterns combine in one tight for an outfit-elevating look. A sleek control top helps to smooth your tummy and hips while a 20-denier appearance provides the sheer finish you love. WIDE WAISTBAND - Comfort waistband is designed to eliminate digging. CONTROL TOP - A flattering control top helps smooth tummy and hips. A MODERN LOOK - Diamond Dot pattern elevates any outfit. SHEER FINISH - Crafted with 20 denier appearance for a sheer style. RECYCLED FIBERS - Made with a portion of recycled nylon so you can wear the change you want to see. HAND WASH - Hand wash separately in cold water. Line dry.",publish,,0,"2023-10-18 23:06:10",1,open,4946,,,,no,no,,7.2400,,,12,16,12,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black.jpg ! alt :  ! title : Hanes_HG0013_Black ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,Hanes,Women,EcoSmart,"Control Top",variable,,"Women > Hosiery|Women > Hosiery > Tights|Women",,,,,,,,,,,,,,,,,0,,,,HG0013,,1,,,,,,,,,,,,,,Black,1|1|1,,,,,,,,,,,,,,S|M|L|XL|2XL,0|1|1,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights - L, Black",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights-black-l,1088211,1088213,"Size: L, Color: Black",,publish,,0,"2023-10-18 23:06:25",1,closed,#436328,4946,,,no,no,322,7.2400,,0.13,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black_sw.jpg ! alt :  ! title : Hanes_HG0013_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0013-L-Black._ADD,0,,HG0013,,0,00196062173063,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights - 2XL, Black",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights-black-2xl,1088211,1088214,"Size: 2XL, Color: Black",,publish,,0,"2023-10-18 23:06:25",1,closed,#436431,4946,,,no,no,162,7.2400,,0.13,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black_sw.jpg ! alt :  ! title : Hanes_HG0013_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0013-2XL-Black._ADD,0,,HG0013,,0,00196062173087,,,,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights - M, Black",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights-black-m,1088211,1088215,"Size: M, Color: Black",,publish,,0,"2023-10-18 23:06:26",1,closed,#436556,4946,,,no,no,312,7.2400,,0.13,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black_sw.jpg ! alt :  ! title : Hanes_HG0013_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0013-M-Black._ADD,0,,HG0013,,0,00196062173056,,,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights - XL, Black",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights-black-xl,1088211,1088216,"Size: XL, Color: Black",,publish,,0,"2023-10-18 23:06:26",1,closed,#436557,4946,,,no,no,312,7.2400,,0.13,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black_sw.jpg ! alt :  ! title : Hanes_HG0013_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0013-XL-Black._ADD,0,,HG0013,,0,00196062173070,,,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Sheer Control Top Diamond Dot Tights - S, Black",hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights-black-s,1088211,1088217,"Size: S, Color: Black",,publish,,0,"2023-10-18 23:06:26",1,closed,#436608,4946,,,no,no,127,7.2400,,0.13,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0013_Black_sw.jpg ! alt :  ! title : Hanes_HG0013_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-sheer-control-top-diamond-dot-tights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0013-S-Black._ADD,0,,HG0013,,0,00196062173049,,,,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Leggings with Cozy Lining",hanes-womens-ecosmart-leggings-with-cozy-lining,,1088203,,"OH-SO COMFY. Hanes EcoSmart® women’s leggings are ideal for cool-weather wear, thanks to a warm inner lining and a comfy blended fabric. The Hanes comfort waistband eliminates pinching for easy movement throughout your day. Finished in an opaque appearance, these cozy leggings prevent unwanted show-through. FASHION TO FEEL GOOD ABOUT - EcoSmart leggings are made with responsibly grown cotton and recycled polyester fibers. QUALITY FABRIC - Made from a soft cotton/polyester blend with a hint of spandex for added stretch. COMFORT WAISTBAND - Hanes comfort waistband eliminates pinching and digging for move-with-you comfort. OPAQUE FINISH - No panty lines, no worry. An opaque appearance prevents unflattering show-through. INNER LINING - A cozy inner lining helps keep you warm and comfortable all-day long. CARE INSTRUCTIONS - Wash before wearing. Machine wash cold, gentle cycle. Tumble dry low.",publish,,0,"2023-10-18 23:05:42",1,open,4945,,,,no,no,,12.5100,,,12,16,12,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0008_Black.jpg ! alt :  ! title : Hanes_HG0008_Black ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-leggings-with-cozy-lining/,,,,,,,,,,,,Hanes,Women,EcoSmart,"Comfort Waistband",variable,,"Women > Hosiery > Legging|Women > Hosiery|Women",,,,,,,,,,,,,,,,,0,,,,HG0008,,0,,,,,,,,,,,,,,Black,1|1|1,,,,,,,,,,,,,,S|M|L|XL|2XL,0|1|1,,,,
"Hanes Womens EcoSmart Leggings with Cozy Lining - M, Black",hanes-womens-ecosmart-leggings-with-cozy-lining-black-m,1088203,1088205,"Size: M, Color: Black",,publish,,0,"2023-10-18 23:05:56",1,closed,#436244,4945,,,no,no,88,12.5100,,0.45,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0008_Black_sw.jpg ! alt :  ! title : Hanes_HG0008_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-leggings-with-cozy-lining/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0008-M-Black._ADD,0,,HG0008,,0,00194959738036,,,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens EcoSmart Leggings with Cozy Lining - 2XL, Black",hanes-womens-ecosmart-leggings-with-cozy-lining-black-2xl,1088203,1088206,"Size: 2XL, Color: Black",,publish,,0,"2023-10-18 23:05:56",1,closed,#436366,4945,,,no,no,46,12.5100,,0.45,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/10/Hanes_HG0008_Black_sw.jpg ! alt :  ! title : Hanes_HG0008_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-womens-ecosmart-leggings-with-cozy-lining/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HG0008-2XL-Black._ADD,0,,HG0008,,0,00194959738067,,,,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
