post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,meta:_backorders,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_height,meta:_length,meta:_manage_stock,meta:_product_banner,meta:_product_version,meta:_regular_price,meta:_sale_price,meta:_sku,meta:_sold_individually,meta:_stock,meta:_stock_status,meta:_tax_class,meta:_tax_status,meta:_thumbnail_id,meta:_variation_description,meta:_virtual,meta:_wc_average_rating,meta:_wc_review_count,meta:_weight,meta:_width,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"Product 3 - White, L",product-2-l-white-2,147,162,"Color: White, Size: L",,publish,,15,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - White, M",product-2-m-white-2,147,163,"Color: White, Size: M",,publish,,16,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - White, S",product-2-s-white-2,147,164,"Color: White, Size: S",,publish,,17,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - White, XL",product-2-xl-white-2,147,165,"Color: White, Size: XL",,publish,,18,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - White, XXL",product-2-xxl-white-2,147,166,"Color: White, Size: XXL",,publish,,19,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Blue, L",product-2-l-blue-2,147,167,"Color: Blue, Size: L",,publish,,20,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Blue, S",product-2-s-blue-2,147,168,"Color: Blue, Size: S",,publish,,21,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Blue, XXL",product-2-xxl-blue-2,147,169,"Color: Blue, Size: XXL",,publish,,22,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Green, L",product-2-l-green-2,147,170,"Color: Green, Size: L",,publish,,23,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Green, S",product-2-s-green-2,147,171,"Color: Green, Size: S",,publish,,24,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 3 - Green, XXL",product-2-xxl-green-2,147,172,"Color: Green, Size: XXL",,publish,,25,"2021-06-22 05:32:27",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-3/,,,,,,,,,,,,0,,,Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4",product-4,,174,,,publish,,0,"2021-06-22 05:33:22",1,open,,,,,no,no,197,7,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/rec2.jpg ! alt :  ! title : rec2 ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,Bali|Champion|Hanes|Maidenform|Playtex,,,,variable,,"Clothing &amp; Accessories > Boys > Socks > Athletic Socks|Clothing &amp; Accessories > Baby > Baby Boys|Clothing &amp; Accessories > Baby > Baby Boys > Footies &amp; Rompers > Footies|Clothing &amp; Accessories > Women > Socks &amp; Hosiery > Hosiery|Clothing &amp; Accessories > Women > Plus > Socks &amp; Hosiery > Hosiery",,,,,0,,"{""columns"":""pa_size"",""rows"":""pa_color""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black|Blue|Green|Red|White,0|1|1,,L|M|S|XL|XXL,1|1|1,,,,,,,,,,5.4.1,,,,,,,,,200,,,0,0,,,,16
"Product 4 - Black, L",product-2-l-black-3,174,175,"Color: Black, Size: L",,publish,,1,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,8,7,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Black, M",product-2-m-black-3,174,176,"Color: Black, Size: M",,publish,,2,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Black, S",product-2-s-black-3,174,177,"Color: Black, Size: S",,publish,,3,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Black, XL",product-2-xl-black-3,174,178,"Color: Black, Size: XL",,publish,,4,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Black, XXL",product-2-xxl-black-3,174,179,"Color: Black, Size: XXL",,publish,,5,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Blue, M",product-2-m-blue-3,174,180,"Color: Blue, Size: M",,publish,,6,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Blue,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Blue, XL",product-2-xl-blue-3,174,181,"Color: Blue, Size: XL",,publish,,7,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Blue,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Green, M",product-2-m-green-3,174,182,"Color: Green, Size: M",,publish,,8,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Green,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Green, XL",product-2-xl-green-3,174,183,"Color: Green, Size: XL",,publish,,9,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Green,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Red, L",product-2-l-red-3,174,184,"Color: Red, Size: L",,publish,,10,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Red,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Red, M",product-2-m-red-3,174,185,"Color: Red, Size: M",,publish,,11,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Red,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Red, S",product-2-s-red-3,174,186,"Color: Red, Size: S",,publish,,12,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Red,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Red, XL",product-2-xl-red-3,174,187,"Color: Red, Size: XL",,publish,,13,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Red,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Red, XXL",product-2-xxl-red-3,174,188,"Color: Red, Size: XXL",,publish,,14,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Red,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - White, L",product-2-l-white-3,174,189,"Color: White, Size: L",,publish,,15,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - White, M",product-2-m-white-3,174,190,"Color: White, Size: M",,publish,,16,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - White, S",product-2-s-white-3,174,191,"Color: White, Size: S",,publish,,17,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - White, XL",product-2-xl-white-3,174,192,"Color: White, Size: XL",,publish,,18,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - White, XXL",product-2-xxl-white-3,174,193,"Color: White, Size: XXL",,publish,,19,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Blue, L",product-2-l-blue-3,174,194,"Color: Blue, Size: L",,publish,,20,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Blue, S",product-2-s-blue-3,174,195,"Color: Blue, Size: S",,publish,,21,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Blue, XXL",product-2-xxl-blue-3,174,196,"Color: Blue, Size: XXL",,publish,,22,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Green, L",product-2-l-green-3,174,197,"Color: Green, Size: L",,publish,,23,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Green, S",product-2-s-green-3,174,198,"Color: Green, Size: S",,publish,,24,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 4 - Green, XXL",product-2-xxl-green-3,174,199,"Color: Green, Size: XXL",,publish,,25,"2021-06-22 05:33:22",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-4/,,,,,,,,,,,,0,,,Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5",product-5,,212,,,publish,,0,"2021-06-22 06:40:50",1,open,,,,,no,no,196,7,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/rec2.jpg ! alt :  ! title : rec2 ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,"Champion|Custom Maid|Gemsli|Hanes|Maidenform|Peridot|Playtex",,,,variable,,"Clothing &amp; Accessories > Boys > Socks > Athletic Socks|Clothing &amp; Accessories > Baby > Baby Boys|Clothing &amp; Accessories > Women > Socks &amp; Hosiery > Hosiery|Clothing &amp; Accessories > Women > Plus > Socks &amp; Hosiery > Hosiery|Clothing &amp; Accessories > Men > Socks",,,,,1,,"{""columns"":""pa_size"",""rows"":""pa_color""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black|Blue|Green|Red|White,0|1|1,,L|M|S|XL|XXL,1|1|1,,,,,,,,,,5.4.1,,,,,,,,,200,,,0,0,,,,16
"Product 5 - Black, L",product-2-l-black-4,212,213,"Color: Black, Size: L",,publish,,1,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,8,7,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Black, M",product-2-m-black-4,212,214,"Color: Black, Size: M",,publish,,2,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Black, S",product-2-s-black-4,212,215,"Color: Black, Size: S",,publish,,3,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Black, XL",product-2-xl-black-4,212,216,"Color: Black, Size: XL",,publish,,4,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Black, XXL",product-2-xxl-black-4,212,217,"Color: Black, Size: XXL",,publish,,5,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Blue, M",product-2-m-blue-4,212,218,"Color: Blue, Size: M",,publish,,6,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Blue,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Blue, XL",product-2-xl-blue-4,212,219,"Color: Blue, Size: XL",,publish,,7,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Blue,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Green, M",product-2-m-green-4,212,220,"Color: Green, Size: M",,publish,,8,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Green,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Green, XL",product-2-xl-green-4,212,221,"Color: Green, Size: XL",,publish,,9,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Green,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Red, L",product-2-l-red-4,212,222,"Color: Red, Size: L",,publish,,10,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Red,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Red, M",product-2-m-red-4,212,223,"Color: Red, Size: M",,publish,,11,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Red,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Red, S",product-2-s-red-4,212,224,"Color: Red, Size: S",,publish,,12,"2021-06-22 06:40:50",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Red,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Red, XL",product-2-xl-red-4,212,225,"Color: Red, Size: XL",,publish,,13,"2021-06-22 06:40:51",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Red,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 5 - Red, XXL",product-2-xxl-red-4,212,226,"Color: Red, Size: XXL",,publish,,14,"2021-06-22 06:40:51",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-5/,,,,,,,,,,,,0,,,Red,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
